     2    0.11127E+04    0.67939E-01    0.12169E-05    0.38699E+01
     3    0.10381E+04    0.91304E-01    0.24344E-05    0.44672E+01
     4    0.96893E+03    0.83774E-01    0.40585E-05    0.42805E+01
     5    0.91666E+03    0.59714E-01    0.60901E-05    0.36989E+01
     6    0.88016E+03    0.35266E-01    0.85300E-05    0.29925E+01
     7    0.85616E+03    0.18713E-01    0.11379E-04    0.23187E+01
     8    0.84075E+03    0.10467E-01    0.14639E-04    0.17635E+01
     9    0.83198E+03    0.72903E-02    0.18311E-04    0.13599E+01
    10    0.82834E+03    0.60529E-02    0.22396E-04    0.11021E+01
    11    0.82816E+03    0.51873E-02    0.26896E-04    0.96784E+00
    12    0.83172E+03    0.45191E-02    0.31813E-04    0.92449E+00
    13    0.83722E+03    0.38533E-02    0.37149E-04    0.94047E+00
    14    0.84368E+03    0.35793E-02    0.42905E-04    0.98605E+00
    15    0.85150E+03    0.35760E-02    0.49083E-04    0.10423E+01
    16    0.86121E+03    0.36163E-02    0.55685E-04    0.10960E+01
    17    0.87272E+03    0.37804E-02    0.62713E-04    0.11429E+01
    18    0.88506E+03    0.40352E-02    0.70169E-04    0.11842E+01
    19    0.89901E+03    0.44359E-02    0.78055E-04    0.12274E+01
    20    0.91286E+03    0.50855E-02    0.86373E-04    0.12767E+01
    21    0.92704E+03    0.59221E-02    0.95124E-04    0.13320E+01
    22    0.94187E+03    0.69359E-02    0.10431E-03    0.13911E+01
    23    0.95715E+03    0.81297E-02    0.11393E-03    0.14535E+01
    24    0.97289E+03    0.94738E-02    0.12399E-03    0.15184E+01
    25    0.98904E+03    0.10968E-01    0.13449E-03    0.15822E+01
    26    0.10054E+04    0.12587E-01    0.14544E-03    0.16424E+01
    27    0.10223E+04    0.14341E-01    0.15682E-03    0.16948E+01
    28    0.10396E+04    0.16266E-01    0.16865E-03    0.17374E+01
    29    0.10573E+04    0.18355E-01    0.18092E-03    0.17712E+01
    30    0.10752E+04    0.20605E-01    0.19363E-03    0.17963E+01
    31    0.10934E+04    0.23042E-01    0.20679E-03    0.18120E+01
    32    0.11119E+04    0.25683E-01    0.22039E-03    0.18181E+01
    33    0.11309E+04    0.28549E-01    0.23444E-03    0.18172E+01
    34    0.11500E+04    0.31663E-01    0.24893E-03    0.18125E+01
    35    0.11694E+04    0.34996E-01    0.26387E-03    0.18030E+01
    36    0.11890E+04    0.38529E-01    0.27925E-03    0.17852E+01
    37    0.12086E+04    0.42273E-01    0.29508E-03    0.17550E+01
    38    0.12288E+04    0.46252E-01    0.31134E-03    0.17107E+01
    39    0.12494E+04    0.50474E-01    0.32805E-03    0.16543E+01
    40    0.12701E+04    0.54943E-01    0.34520E-03    0.15881E+01
    41    0.12912E+04    0.59672E-01    0.36278E-03    0.15138E+01
    42    0.13123E+04    0.64669E-01    0.38080E-03    0.14300E+01
    43    0.13336E+04    0.69943E-01    0.39926E-03    0.13348E+01
    44    0.13549E+04    0.75489E-01    0.41815E-03    0.12270E+01
    45    0.13767E+04    0.81310E-01    0.43747E-03    0.11057E+01
    46    0.13987E+04    0.87412E-01    0.45723E-03    0.96820E+00
    47    0.14210E+04    0.93791E-01    0.47741E-03    0.81596E+00
    48    0.14434E+04    0.10045E+00    0.49802E-03    0.65387E+00
    49    0.14661E+04    0.10737E+00    0.51905E-03    0.48630E+00
    50    0.14891E+04    0.11452E+00    0.54050E-03    0.31081E+00
    51    0.15123E+04    0.12187E+00    0.56237E-03    0.12332E+00
    52    0.15360E+04    0.12951E+00    0.58467E-03   -0.81209E-01
    53    0.15597E+04    0.13759E+00    0.60737E-03   -0.30621E+00
    54    0.15834E+04    0.14610E+00    0.63050E-03   -0.54713E+00
    55    0.16073E+04    0.15503E+00    0.65403E-03   -0.79933E+00
    56    0.16315E+04    0.16422E+00    0.67798E-03   -0.10643E+01
    57    0.16562E+04    0.17357E+00    0.70234E-03   -0.13420E+01
    58    0.16811E+04    0.18310E+00    0.72710E-03   -0.16331E+01
    59    0.17063E+04    0.19283E+00    0.75227E-03   -0.19385E+01
    60    0.17316E+04    0.20283E+00    0.77785E-03   -0.22574E+01
    61    0.17575E+04    0.21319E+00    0.80383E-03   -0.25890E+01
    62    0.17833E+04    0.22389E+00    0.83022E-03   -0.29342E+01
    63    0.18092E+04    0.23489E+00    0.85701E-03   -0.32938E+01
    64    0.18355E+04    0.24622E+00    0.88420E-03   -0.36689E+01
    65    0.18619E+04    0.25784E+00    0.91180E-03   -0.40601E+01
    66    0.18887E+04    0.26970E+00    0.93980E-03   -0.44655E+01
    67    0.19156E+04    0.28179E+00    0.96820E-03   -0.48826E+01
    68    0.19431E+04    0.29415E+00    0.99700E-03   -0.53101E+01
    69    0.19707E+04    0.30674E+00    0.10262E-02   -0.57467E+01
    70    0.19987E+04    0.31961E+00    0.10558E-02   -0.61945E+01
    71    0.20269E+04    0.33273E+00    0.10858E-02   -0.66562E+01
    72    0.20553E+04    0.34610E+00    0.11163E-02   -0.71328E+01
    73    0.20839E+04    0.35967E+00    0.11471E-02   -0.76249E+01
    74    0.21127E+04    0.37343E+00    0.11783E-02   -0.81311E+01
    75    0.21418E+04    0.38739E+00    0.12100E-02   -0.86497E+01
    76    0.21712E+04    0.40155E+00    0.12420E-02   -0.91798E+01
    77    0.22009E+04    0.41592E+00    0.12745E-02   -0.97213E+01
    78    0.22311E+04    0.43051E+00    0.13074E-02   -0.10276E+02
    79    0.22614E+04    0.44528E+00    0.13407E-02   -0.10839E+02
    80    0.22921E+04    0.46023E+00    0.13744E-02   -0.11413E+02
    81    0.23231E+04    0.47531E+00    0.14085E-02   -0.11997E+02
    82    0.23543E+04    0.49055E+00    0.14431E-02   -0.12592E+02
    83    0.23858E+04    0.50592E+00    0.14781E-02   -0.13197E+02
    84    0.24175E+04    0.52141E+00    0.15135E-02   -0.13810E+02
    85    0.24494E+04    0.53700E+00    0.15493E-02   -0.14433E+02
    86    0.24816E+04    0.55270E+00    0.15856E-02   -0.15064E+02
    87    0.25141E+04    0.56848E+00    0.16222E-02   -0.15703E+02
    88    0.25467E+04    0.58435E+00    0.16594E-02   -0.16349E+02
    89    0.25796E+04    0.60032E+00    0.16969E-02   -0.17005E+02
    90    0.26128E+04    0.61633E+00    0.17349E-02   -0.17668E+02
    91    0.26461E+04    0.63238E+00    0.17733E-02   -0.18337E+02
    92    0.26798E+04    0.64846E+00    0.18122E-02   -0.19012E+02
    93    0.27137E+04    0.66456E+00    0.18515E-02   -0.19693E+02
    94    0.27478E+04    0.68065E+00    0.18912E-02   -0.20380E+02
